tracking_number,shipment_date,estimated_delivery,actual_delivery,origin_city,destination_city,weight_kg,pieces,status,customer_email,driver_employee_id,route_code,carrier_tracking_number,delivery_notes
FF-122700,2023-04-21,2023-04-22,,Riverside,Corona,6.32,29,PICKED_UP,donnaconley@example.com,EMP-041,RT-007,,
FF-122701,2024-03-17,03/18/2024,,Long Beach,Anaheim,55.2,18,IN_TRANSIT,emiller@example.org,EMP-033,RT-013,,Price without meeting tend family sound feeling along.
FF-122702,2025-12-15,12/20/2025,,Long Beach,Riverside,20.18,21,PENDING,emily41@example.org,EMP-013,RT-018,,Open responsibility some section for example husband.
FF-122703,2025-05-17,2025-05-21,2025-05-23,Corona,Pomona,114.23,20,DELIVERED,anthonymullen@example.com,EMP-050,RT-009,CTN940291267,Anyone make international TV mouth model artist these relationship store way culture lot.
FF-122704,02/25/2025,2025-03-02,03/06/2025,Anaheim,Los Angeles,31.66,25,DELIVERED,ocarr@example.com,EMP-022,RT-022,,
FF-122705,2023-02-23,2023-02-26,03/01/2023,Corona,Irvine,18.43,17,DELIVERED,brucethomas@example.net,EMP-027,RT-015,,Price to sister above staff three drive ten hotel serious table Congress fall.
FF-122706,2023-09-26,2023-10-01,,Long Beach,Fontana,38.14,18,IN_TRANSIT,yroth@example.org,EMP-015,RT-016,,Cold audience detail might room size energy debate.
FF-122707,02/22/2024,02/23/2024,2024-02-25,Ontario,Pomona,47.61,29,DELIVERED,xlee@example.com,EMP-049,RT-012,,Number do short party people me design decision whose body beat tell.
FF-122708,2025-05-21,05/23/2025,2025-05-22,Riverside,San Bernardino,38.0,46,DELIVERED,carlabenjamin@example.org,EMP-007,RT-015,,Over impact color media represent mind institution everybody enjoy.
FF-122709,2023-05-10,2023-05-14,,Irvine,Fontana,27.24,9,IN_TRANSIT,kpotter@example.net,EMP-040,RT-008,,
FF-122710,03/08/2024,2024-03-12,2024-03-14,San Bernardino,Anaheim,30.67,24,DELIVERED,nicolecasey@example.org,EMP-009,RT-005,,North step major should herself light then small.
FF-122711,2022-10-14,2022-10-15,,Corona,Pomona,20.67,13,PENDING,christinavazquez@example.com,EMP-006,RT-010,CTN426085823,Pressure Democrat in theory per fly.
FF-122712,2024-03-11,03/15/2024,,Riverside,Los Angeles,34.38,22,PENDING,daryl68@example.net,EMP-014,RT-017,,Chair north yeah gun hour common.
FF-122713,2023-08-05,2023-08-08,,Irvine,Los Angeles,27.96,46,PENDING,james84@example.com,EMP-022,RT-022,CTN335403268,
FF-122714,2021-06-08,2021-06-12,,Los Angeles,Riverside,26.43,8,OUT_FOR_DELIVERY,jmason@example.com,EMP-003,RT-004,,Red rule former hear school news.
FF-122715,2023-05-10,2023-05-13,,Los Angeles,San Bernardino,18.54,32,PENDING,tonyamiller@example.com,EMP-011,RT-008,CTN132455716,Grow economy of let minute low talk now.
FF-122716,2022-05-09,2022-05-14,,Los Angeles,San Bernardino,17.81,25,PICKED_UP,stephensonalexis@example.org,EMP-017,RT-027,CTN554067857,Anything year around seek with concern movie form.
FF-122717,2025-01-29,02/01/2025,,Ontario,Los Angeles,162.22,13,PICKED_UP,mshaw@example.org,EMP-002,RT-027,CTN351279769,Final leader budget yeah kitchen indeed not job.
FF-122718,2023-01-04,2023-01-05,,Riverside,Fontana,16.92,5,IN_TRANSIT,collinsmichael@example.com,EMP-015,RT-024,CTN185945910,
FF-122719,2025-04-26,2025-04-30,,Ontario,Fontana,13.57,1,PENDING,stephaniehernandez@example.org,EMP-030,RT-002,CTN420991759,Follow some scene artist others laugh soldier fish I believe huge majority seven.
FF-122720,2023-09-07,2023-09-08,2023-09-11,Fontana,San Bernardino,53.58,19,DELIVERED,rachel99@example.com,EMP-010,RT-007,CTN620366434,
FF-122721,2022-05-05,2022-05-09,2022-05-11,Corona,Los Angeles,99.88,12,DELIVERED,carrie29@example.net,EMP-036,RT-016,,Positive year catch.
FF-122722,2025-03-09,2025-03-11,2025-03-13,Riverside,Fontana,55.73,41,DELIVERED,jonesalfred@example.net,EMP-029,RT-020,CTN722191130,
FF-122723,12/07/2025,2025-12-09,,Irvine,Corona,24.41,3,IN_TRANSIT,pbrown@example.org,EMP-020,RT-028,,
FF-122724,2025-10-22,2025-10-23,,Ontario,Riverside,13.13,32,PENDING,kpark@example.org,EMP-014,RT-012,,
FF-122725,2021-09-13,2021-09-17,09/20/2021,Pomona,Fontana,18.24,33,DELIVERED,baldwincharlesexample.net,EMP-011,RT-024,,
FF-122726,10/04/2023,2023-10-08,,San Bernardino,Anaheim,44.58,37,PENDING,suzanne12@example.org,EMP-014,RT-006,,Official cost recognize success fight beat.
FF-122727,2025-01-31,2025-02-04,2025-02-08,San Bernardino,Corona,11.51,19,DELIVERED,karina91@example.com,EMP-011,RT-026,,Edge others general spend customer.
FF-122728,06/15/2022,2022-06-18,06/16/2022,Long Beach,Fontana,8.49,24,DELIVERED,jimenezsamantha@example.net,EMP-001,RT-012,,
FF-122729,2022-01-07,2022-01-09,2022-01-07,Pomona,Anaheim,230.28,22,DELIVERED,qedwards@example.org,EMP-001,RT-005,CTN935662221,Usually go reach a public successful them range.
FF-122730,09/11/2023,2023-09-14,2023-09-17,San Bernardino,Los Angeles,5.49,12,DELIVERED,foleydana@example.net,EMP-009,RT-021,,
FF-122731,2022-12-12,2022-12-17,12/17/2022,Long Beach,Riverside,92.63,31,DELIVERED,casebrett@example.org,EMP-003,RT-019,,Yourself week paper want before up son behavior down sell job hand manager really.
FF-122732,2021-10-04,2021-10-07,,Los Angeles,Ontario,33.26,38,DELAYED,egarcia@example.org,EMP-021,RT-001,,
FF-122733,08/28/2021,2021-09-01,2021-09-06,Corona,Long Beach,25.3,39,DELIVERED,jonesdavid@example.com,EMP-001,RT-004,,
FF-122734,09/04/2022,2022-09-06,,Anaheim,Pomona,55.5,39,OUT_FOR_DELIVERY,dawn40@example.net,EMP-045,RT-023,,
FF-122735,2023-12-11,2023-12-14,2023-12-17,Pomona,Corona,19.96,28,DELIVERED,dtran@example.net,EMP-037,RT-005,,Name increase visit occur.
FF-122736,2026-01-30,2026-02-04,2026-02-04,Irvine,Corona,43.86,34,DELIVERED,samanthathompson@example.com,EMP-044,RT-004,,Prevent possible must require.
FF-122737,2026-04-10,2026-04-15,2026-04-15,Corona,Los Angeles,156.45,40,DELIVERED,franklinmichele@example.net,EMP-028,RT-030,CTN142840418,Test consider piece scientist himself yet.
FF-122738,2022-10-26,2022-10-27,,San Bernardino,Pomona,26.45,42,IN_TRANSIT,ramseyelizabeth@example.com,EMP-043,RT-029,,Later cover choose simple buy receive picture worker a.
FF-122739,04/08/2026,2026-04-10,,San Bernardino,Los Angeles,166.71,46,PENDING,christinamcdonald@example.net,EMP-009,RT-001,,
FF-122740,2023-11-08,2023-11-09,,Corona,Anaheim,23.0,21,OUT_FOR_DELIVERY,michellestone@example.com,EMP-044,RT-010,,
FF-122741,2023-07-14,07/16/2023,07/15/2023,Long Beach,Los Angeles,6.97,8,DELIVERED,evan25@example.org,EMP-050,RT-006,,Allow address bit production inside thousand politics nation than drive lead Mrs.
FF-122742,2024-08-25,2024-08-30,2024-09-02,Long Beach,Irvine,43.52,4,DELIVERED,hlang@example.com,EMP-031,RT-012,,
FF-122743,2024-06-06,06/08/2024,,Los Angeles,San Bernardino,108.45,16,OUT_FOR_DELIVERY,rodriguezalexander@example.org,EMP-021,RT-024,,Environment reality forget board mean same party buy only choose.
FF-122744,2024-07-24,07/25/2024,,Irvine,Long Beach,112.81,26,IN_TRANSIT,mjones@example.com,EMP-016,RT-009,CTN868850582,
FF-122745,2024-03-03,2024-03-06,2024-03-10,Fontana,Los Angeles,14.75,37,DELIVERED,zsmith@example.net,EMP-033,RT-009,CTN621626840,Too reflect white hard moment artist.
FF-122746,04/02/2022,2022-04-04,04/05/2022,Riverside,Corona,12.95,32,DELIVERED,ywalters@example.org,EMP-004,RT-014,,
FF-122747,2025-08-02,2025-08-07,,Los Angeles,Corona,35.23,7,PENDING,lindseyjimenez@example.org,EMP-005,RT-012,CTN909067036,Guess culture part give choice number stop.
FF-122748,2025-12-02,2025-12-03,12/02/2025,Ontario,Pomona,108.92,17,DELIVERED,nicholashill@example.com,EMP-026,RT-022,,Third these work same.
FF-122749,06/26/2024,2024-06-30,,Fontana,Riverside,33.99,39,DELAYED,sara90@example.net,EMP-040,RT-001,,
FF-122750,06/05/2021,06/06/2021,2021-06-07,Los Angeles,Corona,24.42,42,DELIVERED,gjuarez@example.net,EMP-032,RT-029,CTN810020845,See single per staff operation partner concern also human you.
FF-122751,2021-09-28,10/02/2021,,Anaheim,San Bernardino,9.52,46,PENDING,ashley82@example.org,EMP-028,RT-023,CTN256143586,Election claim involve world performance poor.
FF-122752,2026-05-22,05/25/2026,,San Bernardino,Corona,38.78,10,IN_TRANSIT,stevenshea@example.com,EMP-021,RT-021,,Professor strategy such ago suddenly detail answer stand western military such set usually within.
FF-122753,2023-02-07,2023-02-12,2023-02-15,Corona,Long Beach,193.19,14,DELIVERED,drichard@example.org,EMP-005,RT-021,,Answer century start decade cup.
FF-122754,2021-08-01,08/05/2021,,Corona,Fontana,4.9,42,IN_TRANSIT,matthewgraham@example.org,EMP-048,RT-006,,
FF-122755,2021-08-29,2021-09-01,,Irvine,Anaheim,126.5,9,OUT_FOR_DELIVERY,jaime45@example.org,EMP-049,RT-024,,Heavy song claim moment out control performance project mother point pressure.
FF-122756,2023-11-08,11/12/2023,,Los Angeles,Riverside,81.71,13,IN_TRANSIT,crystal40@example.net,EMP-030,RT-005,,Fire see Mrs letter option police air mother hair.
FF-122757,05/02/2023,05/06/2023,,San Bernardino,Ontario,43.83,38,OUT_FOR_DELIVERY,joel09@example.com,EMP-008,RT-015,,Five word stuff senior.
FF-122758,03/09/2025,2025-03-13,,San Bernardino,Corona,43.28,44,PENDING,fnichols@example.net,EMP-030,RT-023,,
FF-122759,2026-02-05,2026-02-08,,Fontana,Anaheim,4.84,41,IN_TRANSIT,sarahjimenez@example.com,EMP-033,RT-018,CTN356944281,
FF-122760,06/19/2022,2022-06-21,,Anaheim,Pomona,141.89,17,IN_TRANSIT,tclayton@example.com,EMP-017,RT-006,,Age health window member.
FF-122761,2022-09-24,2022-09-29,,Irvine,Fontana,8.57,48,IN_TRANSIT,jfisher@example.net,EMP-004,RT-002,,Hand somebody more.
FF-122762,2021-07-05,2021-07-10,,Pomona,Riverside,12.0,18,IN_TRANSIT,stevensonandrew@example.net,EMP-026,RT-020,,
FF-122763,2026-01-02,2026-01-05,,Long Beach,Irvine,35.33,39,IN_TRANSIT,richard13@example.org,EMP-018,RT-024,CTN680829826,Stage cost seat how leg.
FF-122764,2024-11-26,2024-11-30,,Los Angeles,Long Beach,25.47,49,OUT_FOR_DELIVERY,sotoalexandra@example.org,EMP-047,RT-005,CTN366948316,Movement you magazine edge us old couple.
FF-122765,2024-06-17,2024-06-22,,Los Angeles,San Bernardino,68.2,17,IN_TRANSIT,mbaker@example.net,EMP-033,RT-009,,
FF-122766,2022-04-15,2022-04-18,,Irvine,Riverside,46.43,6,IN_TRANSIT,stephen52@example.net,EMP-018,RT-005,,
FF-122767,04/03/2026,04/05/2026,,Anaheim,Fontana,10.81,50,DELAYED,jpoole@example.org,EMP-046,RT-026,CTN280426785,
FF-122768,2024-01-29,2024-02-01,2024-02-05,Pomona,Fontana,27.81,31,DELIVERED,moorecarol@example.net,EMP-040,RT-021,,View show old hope institution ok whose form institution.
FF-122769,12/29/2024,2024-12-30,,San Bernardino,Fontana,37.9,50,PICKED_UP,donald14@example.org,EMP-046,RT-013,CTN657625004,
FF-122770,2021-06-25,2021-06-28,,Riverside,San Bernardino,59.2,3,OUT_FOR_DELIVERY,lauriewillis@example.net,EMP-026,RT-015,,Here least deal official entire rich as necessary population.
FF-122771,05/31/2025,2025-06-03,,Ontario,San Bernardino,99.12,6,IN_TRANSIT,lmoore@example.org,EMP-036,RT-029,CTN212522071,Way property.
FF-122772,2025-05-28,2025-05-31,,Ontario,Riverside,55.6,23,PENDING,robertsoto@example.net,EMP-005,RT-021,,East account society other score identify.
FF-122773,2026-03-24,03/27/2026,,Anaheim,Riverside,31.65,28,IN_TRANSIT,penny47@example.net,EMP-008,RT-007,,
FF-122774,2021-10-11,2021-10-14,,Pomona,San Bernardino,179.33,24,OUT_FOR_DELIVERY,perezjose@example.com,EMP-019,RT-013,,Nor work vote room technology entire let dog general.
FF-122775,02/03/2024,2024-02-06,,Long Beach,Ontario,3.45,30,PENDING,dmorris@example.net,EMP-041,RT-018,,Determine listen view suffer red discussion at whom.
FF-122776,2024-12-15,2024-12-20,,Fontana,Pomona,26.22,39,PENDING,timothy01@example.net,EMP-020,RT-024,CTN511544048,
FF-122777,2025-10-06,2025-10-07,10/07/2025,Riverside,Pomona,35.34,29,DELIVERED,joshua40@example.org,EMP-035,RT-013,CTN434853517,Have price economy local color anyone edge analysis message else seven.
FF-122778,2021-07-23,07/24/2021,,Los Angeles,Irvine,33.74,36,IN_TRANSIT,kendrashaw@example.org,EMP-025,RT-008,CTN477467721,Hope major according safe rate decide.
FF-122779,2024-05-19,2024-05-21,,Irvine,Corona,26.8,31,PENDING,sharpstephanie@example.org,EMP-013,RT-012,,
FF-122780,2025-01-09,01/10/2025,,Irvine,Anaheim,6.92,21,IN_TRANSIT,scott02@example.org,EMP-022,RT-018,,Present country sometimes forget brother beyond city.
FF-122781,2024-08-04,08/09/2024,,Corona,Anaheim,23.91,6,CANCELLED,perezkim@example.com,EMP-023,RT-028,,
FF-122782,2025-12-15,12/19/2025,,Corona,Los Angeles,21.46,37,OUT_FOR_DELIVERY,tkey@example.com,EMP-003,RT-008,,Girl team area final.
FF-122783,2023-12-26,2023-12-30,2024-01-03,Anaheim,Riverside,9.7,42,DELIVERED,tonyaknight@example.com,EMP-050,RT-013,CTN594107555,
FF-122784,10/29/2022,2022-11-03,,Los Angeles,Anaheim,27.22,7,IN_TRANSIT,burchjoshua@example.com,EMP-045,RT-024,,
FF-122785,11/24/2024,2024-11-29,,Fontana,Riverside,38.61,21,PICKED_UP,reedcheryl@example.net,EMP-037,RT-030,CTN373908406,Language put lawyer daughter society where view clear.
FF-122786,2023-06-26,2023-06-30,,Riverside,San Bernardino,30.6,23,DELAYED,michael33@example.org,EMP-015,RT-023,,Wonder why food may artist as.
FF-122787,2024-11-28,12/02/2024,,Riverside,San Bernardino,37.84,17,PICKED_UP,wtucker@example.org,EMP-027,RT-029,CTN392307871,Bad attention value recently.
FF-122788,10/16/2023,2023-10-18,,Riverside,Pomona,31.47,38,PENDING,lhorton@example.com,EMP-044,RT-030,,Simply early summer point particular movie institution mind any beat child because almost beat.
FF-122789,2023-12-18,2023-12-22,2023-12-22,Riverside,Corona,42.16,47,DELIVERED,thorntonjohn@example.net,EMP-001,RT-022,,Grow space poor identify day family community because produce.
FF-122790,2022-11-01,2022-11-03,,Anaheim,Long Beach,94.19,20,PENDING,olsonbrittany@example.org,EMP-013,RT-017,CTN398331788,Condition win top term young anyone consumer into involve color.
FF-122791,02/16/2025,02/19/2025,,Riverside,Corona,31.78,26,PENDING,zkemp@example.com,EMP-038,RT-021,,Believe technology improve news paper.
FF-122792,2024-07-27,07/29/2024,,Anaheim,Long Beach,21.51,11,IN_TRANSIT,pmurphy@example.org,EMP-002,RT-016,CTN704476854,
FF-122793,2024-03-23,2024-03-27,,San Bernardino,Irvine,40.5,23,IN_TRANSIT,ftran@example.org,EMP-031,RT-020,,
FF-122794,01/19/2023,2023-01-24,,Anaheim,Riverside,38.12,24,IN_TRANSIT,brandon71@example.org,EMP-049,RT-012,,Field themselves wife.
FF-122795,2026-01-08,2026-01-12,,Pomona,San Bernardino,37.07,3,PENDING,freylinda@example.net,EMP-030,RT-015,,Go try maybe program step pick middle anyone around thank manage raise.
FF-122796,2022-12-14,2022-12-16,,Corona,Pomona,10.96,35,IN_TRANSIT,reynoldslatoya@example.org,EMP-048,RT-004,,
FF-122797,11/19/2021,11/24/2021,,Corona,Irvine,40.42,36,OUT_FOR_DELIVERY,perrymatthew@example.com,EMP-014,RT-014,,
FF-122798,2022-04-16,2022-04-19,,Los Angeles,Riverside,116.75,21,PICKED_UP,nlittle@example.org,EMP-027,RT-007,CTN650799572,
FF-122799,2021-12-10,2021-12-14,12/14/2021,San Bernardino,Long Beach,48.51,14,DELIVERED,anthony87@example.org,EMP-044,RT-008,,
FF-122800,2026-01-07,2026-01-10,,Fontana,San Bernardino,3.47,16,PICKED_UP,ericreyes@example.org,EMP-017,RT-011,,
FF-122801,2026-05-04,2026-05-08,,Corona,Anaheim,136.52,49,PENDING,gregoryroberts@example.com,EMP-037,RT-022,,Account all just.
FF-122802,2023-01-10,2023-01-15,01/18/2023,Irvine,Corona,28.34,8,DELIVERED,stephanie83@example.com,EMP-038,RT-029,,Make follow direction represent course.
FF-122803,08/02/2025,2025-08-06,2025-08-08,Long Beach,Anaheim,73.0,22,DELIVERED,dana66@example.org,EMP-030,RT-023,,
FF-122804,2023-02-10,02/12/2023,,Pomona,Irvine,76.28,7,OUT_FOR_DELIVERY,karengarcia@example.com,EMP-011,RT-001,CTN691218852,
FF-122805,2022-11-20,2022-11-21,,Corona,Los Angeles,124.01,4,PICKED_UP,ndelgado@example.org,EMP-040,RT-021,,Any determine race physical.
FF-122806,2022-07-29,08/01/2022,2022-08-06,Pomona,Long Beach,51.0,12,DELIVERED,jordanjames@example.org,EMP-009,RT-017,,Hand direction food his fast authority.
FF-122807,2021-09-01,2021-09-03,2021-09-02,Anaheim,San Bernardino,16.28,17,DELIVERED,tmoore@example.org,EMP-050,RT-020,CTN178053996,
FF-122808,2023-11-23,11/24/2023,2023-11-27,Anaheim,Irvine,38.87,23,DELIVERED,lauren83@example.net,EMP-026,RT-013,,
FF-122809,2022-02-15,02/19/2022,2022-02-21,Long Beach,Ontario,6.4,31,DELIVERED,mcguiremelissa@example.org,EMP-003,RT-002,CTN227028561,Instead debate example country themselves all act.
FF-122810,2024-05-11,2024-05-14,,Los Angeles,Anaheim,55.65,50,DELAYED,juanfinley@example.com,EMP-042,RT-013,,Both yeah support kind get.
FF-122811,2021-09-26,2021-09-29,2021-09-29,Long Beach,Ontario,162.74,39,DELIVERED,jenniferkelly@example.org,EMP-032,RT-009,CTN477615193,
FF-122812,2025-12-09,2025-12-11,,Pomona,Long Beach,55.44,10,PICKED_UP,eric45@example.net,EMP-039,RT-020,CTN858774369,
FF-122813,10/31/2022,2022-11-05,,Los Angeles,Anaheim,15.38,42,PICKED_UP,jonathanjackson@example.org,EMP-009,RT-021,,
FF-122814,11/15/2025,2025-11-18,,Irvine,Ontario,46.35,23,IN_TRANSIT,mwells@example.com,EMP-032,RT-009,,Soldier player employee shoulder believe customer become blue foreign western.
FF-122815,2023-07-18,07/22/2023,,Fontana,Los Angeles,206.74,26,IN_TRANSIT,jennifer36@example.net,EMP-040,RT-019,,
FF-122816,2026-04-29,2026-05-02,04/30/2026,Fontana,San Bernardino,105.5,36,DELIVERED,moralesnathan@example.com,EMP-039,RT-024,,
FF-122817,2025-01-27,2025-01-28,2025-01-28,Ontario,Irvine,40.08,20,DELIVERED,laurengrant@example.org,EMP-049,RT-020,,Loss security behind own right.
FF-122818,2025-12-20,2025-12-24,,Ontario,Pomona,11.56,30,OUT_FOR_DELIVERY,hannamichele@example.org,EMP-020,RT-014,,Key head third.
FF-122819,12/11/2024,12/13/2024,,Riverside,San Bernardino,12.34,43,PENDING,rallison@example.net,EMP-010,RT-022,,Pattern bed evidence protect Republican yard.
FF-122820,2025-09-24,09/26/2025,,Corona,Pomona,158.82,24,PENDING,karenreed@example.com,EMP-002,RT-003,,Too accept establish forward both improve eat cause democratic approach.
FF-122821,2023-01-12,2023-01-14,2023-01-18,Long Beach,Fontana,47.29,44,DELIVERED,frussell@example.net,EMP-006,RT-015,,Century spring indicate exist.
FF-122822,2025-06-22,2025-06-24,,Pomona,Anaheim,8.63,19,IN_TRANSIT,powellheather@example.com,EMP-017,RT-012,CTN844131865,Great process how drive yeah wind.
FF-122823,03/09/2023,2023-03-10,,Long Beach,Corona,13.15,2,IN_TRANSIT,llopez@example.org,EMP-027,RT-008,,
FF-122824,2024-10-10,2024-10-12,,Irvine,Fontana,4.42,18,IN_TRANSIT,kellygarrett@example.net,EMP-025,RT-023,CTN687660613,Available how with kitchen report notice our network individual house church.
FF-122825,2025-10-14,2025-10-18,2025-10-21,Corona,San Bernardino,-7.58,15,DELIVERED,brownalicia@example.com,EMP-020,RT-023,,
FF-122826,2024-08-20,08/23/2024,,Riverside,Fontana,31.5,46,PICKED_UP,jacksonmarc@example.org,EMP-014,RT-010,CTN314642819,
FF-122827,2025-10-15,2025-10-16,,Fontana,Los Angeles,30.02,40,DELAYED,robert66@example.com,EMP-023,RT-015,,Drug case director institution word able group pay nearly crime cause.
FF-122828,03/30/2022,2022-04-04,,Anaheim,San Bernardino,149.46,30,IN_TRANSIT,jonespeggy@example.com,EMP-022,RT-016,,Security itself then career beat education box old take one.
FF-122829,2023-01-20,2023-01-22,01/24/2023,San Bernardino,Corona,5.61,4,DELIVERED,spencer79@example.net,EMP-030,RT-009,,Himself trial man analysis world structure.
FF-122830,2022-12-20,2022-12-21,,San Bernardino,Riverside,20.92,17,DELAYED,john02@example.org,EMP-040,RT-015,CTN497765382,Low factor herself upon ground energy cost because sure condition simple myself.
FF-122831,03/28/2026,03/31/2026,2026-04-01,Ontario,Long Beach,28.81,40,DELIVERED,anthonyjohnston@example.net,EMP-008,RT-029,CTN904680266,Republican green brother.
FF-122832,2025-11-22,11/24/2025,11/27/2025,Fontana,Anaheim,47.32,25,DELIVERED,jonathan44@example.com,EMP-033,RT-028,,
FF-122833,2023-01-16,2023-01-17,,Fontana,San Bernardino,30.47,34,PENDING,burkelaura@example.com,EMP-015,RT-009,,South instead choice raise first right oil their television.
